active,track,name,desc,maxSpeed (m/s),maxAcceleration,maxDeceleration,capacityPerCar,carLength,minCars,maxCars,carsPerCarSet,trainWidth,maxStationLength,carCost,trainOperationalCostPerHour,carOperationalCostPerHour,color,,,,,,,,,id,class,typeName,canCrossRoads,maxSpeedLocalStation,baseTrackCost,baseStationCost,scissorsCrossoverCost,Electrification,Voltage,Track Gauge,Loading Gauge,train CostPerHour,car CostPerHour,desc,,,
TRUE,Flexity Swift LF,LRT: Modern DC,The Flexity Swift is a series of articulated tram/LRT/light metro vehicles produced by Bombardier/Alstom that have been in service for decades around the world. This is a genericized version of the low-floor models.,22.2,1.20,1.30,69,9.67,3,12,3,2.65,120,2500000,200,20,#76BC21,207,828,"UK, TR","LDN, IST",Bombardier,Standard LRT,LRT,"Europe, West Asia",lrt-2,Standard LRT,LRT: Modern DC,TRUE,6.7,17500,25000000,6000000,catenary,Modern DC,Standard,Metro Standard,200,20,This is a standard LRT system (2.65m wide) which uses 750V DC.,standard-lrt-catenary,This is a standard LRT system (2.65m wide) which uses 750V DC. The Flexity Swift is a series of articulated tram/LRT/light metro vehicles produced by Bombardier/Alstom that have been in service for decades around the world. This is a genericized version of the low-floor models.,118.5
TRUE,Silverliner V,"NEC 25-60, NEC 12.5-60, NEC 12-25",The Silverliner V is an EMU built by Hyundai Rotem for SEPTA Regional Rail that entered service in 2010.,44.4,1.34,1.12,120,25.60,2,5,1,3.20,135,2500000,600,60,#4C748C,240,600,"US, US","PHI, DEN",Hyundai,Standard Commuter,Commuter,"North America, North America",nyc-g,Standard Commuter,NEC 25-60,TRUE,15,45000,75000000,14000000,catenary,International AC,Standard,U.S. Passenger Standard,600,60,"The Northeast Corridor is the major high speed corridor in the United States that goes from Boston to Washington. It has 3 electrification standards, and this is the 25kV AC 60 Hz system which matches international standards.",standard-commuter-catenary,"The Northeast Corridor is the major high speed corridor in the United States that goes from Boston to Washington. It has 3 electrification standards, and this is the 25kV AC 60 Hz system which matches international standards. The Silverliner V is an EMU built by Hyundai Rotem for SEPTA Regional Rail that entered service in 2010.",130.5
TRUE,MPX-BBLC,"U.S. Commuter Diesel, NEC 12.5-60, NEC 25-60, NEC 12-25, Metra/SSL",The MPI MPXpress is a line of diesel locomotives that first entered service in 2003. This specific trainset carries passengers with Bombardier BiLevel Coaches.,31.3,0.61,1.00,170,25.91,2,12,1,3.00,320,2500000,800,80,#4A7729,340,2040,"CA, US, US, US, US","TOR, SF, LA, SEA, SLC",MPI,Diesel Commuter,Commuter,"North America, North America, North America, North America, North America",us-1,Diesel Commuter,U.S. Commuter Diesel,TRUE,15,35000,60000000,13000000,none,None,Standard,U.S. Passenger Standard,800,80,This is diesel commuter rail which follows the U.S. standard loading gauge width of 3.05 meters.,diesel-commuter-none,This is diesel commuter rail which follows the U.S. standard loading gauge width of 3.05 meters. The MPI MPXpress is a line of diesel locomotives that first entered service in 2003. This specific trainset carries passengers with Bombardier BiLevel Coaches.,313.42
TRUE,RL Series 4 (BOS),SEPTA: B,The 4th Series of rolling stock for the MBTA Red Line is a subway EMU built by CRRC. Acceleration is guessimated.,28.2,1.23,1.23,167,21.28,4,6,2,3.05,135,2500000,500,50,#DA291C,668,1002,US,BOS,CRRC,Standard Heavy Metro,Heavy Metro,North America,phi-2,Standard Heavy Metro,SEPTA: B,FALSE,13,50000,75000000,15000000,tr-under,Classical DC,Standard,U.S. Passenger Standard,500,50,"The B, also known as the Broad Street Line, is part of Philadelphia's SEPTA Metro. It uses standard gauge and is wider than the L line.",standard-heavy-metro-tr-under,"The B, also known as the Broad Street Line, is part of Philadelphia's SEPTA Metro. It uses standard gauge and is wider than the L line. The 4th Series of rolling stock for the MBTA Red Line is a subway EMU built by CRRC. Acceleration is guessimated.",130.18
TRUE,OL Series 14 (BOS),Boston Orange,The 14th Series of rolling stock for the MBTA Orange Line is an EMU built by CRRC. Acceleration is guessimated.,28.2,1.23,1.23,150,19.80,4,6,2,2.82,125,2500000,500,50,#ED8B00,600,900,US,BOS,CRRC,Standard Heavy Metro,Heavy Metro,North America,bos-1,Standard Heavy Metro,Boston Orange,FALSE,13,50000,75000000,15000000,tr-under,Classical DC,Standard,Metro Wide,500,50,"The MBTA runs four different rapid transit lines in the Boston metropolitan area. This is the Orange line, which is a heavy subway.",standard-heavy-metro-tr-under,"The MBTA runs four different rapid transit lines in the Boston metropolitan area. This is the Orange line, which is a heavy subway. The 14th Series of rolling stock for the MBTA Orange Line is an EMU built by CRRC. Acceleration is guessimated.",121.3
TRUE,BL Series 5 (BOS),"Boston Blue, Boston Orange",The 5th Series of rolling stock for the MBTA Blue Line is an EMU built by Siemens. Acceleration is guessimated.,17.9,1.12,1.23,170,14.60,4,6,2,2.82,100,2500000,500,50,#003DA5,680,1020,US,BOS,Siemens,Standard Heavy Metro,Heavy Metro,North America,bos-2,Standard Heavy Metro,Boston Blue,FALSE,13,50000,75000000,15000000,"tr-under, catenary",Classical DC,Standard,Metro Wide,500,50,"The MBTA runs four different rapid transit lines in the Boston metropolitan area. This is the Blue line, which is a heavy subway that uses both catenary and third rail in different parts and thus all trains must have both.","standard-heavy-metro-tr-under,-catenary","The MBTA runs four different rapid transit lines in the Boston metropolitan area. This is the Blue line, which is a heavy subway that uses both catenary and third rail in different parts and thus all trains must have both. The 5th Series of rolling stock for the MBTA Blue Line is an EMU built by Siemens. Acceleration is guessimated.",90.1
TRUE,Type 8 LRV (BOS),LRT: Classic DC,The Type 8 is an articulated LRV built by AnsaldoBreda for the MBTA Green Line that entered service in 1999.,17.9,1.25,1.56,46,7.52,6,9,3,2.64,75,2500000,200,20,#00843D,276,414,US,BOS,AnsaldoBreda,Standard LRT,LRT,North America,lrt-1,Standard LRT,LRT: Classic DC,TRUE,6.7,17500,25000000,6000000,catenary,Classical DC,Standard,Metro Standard,200,20,This is a standard LRT system (2.65m wide) which uses 600V DC.,standard-lrt-catenary,This is a standard LRT system (2.65m wide) which uses 600V DC. The Type 8 is an articulated LRV built by AnsaldoBreda for the MBTA Green Line that entered service in 1999.,70.15
TRUE,Type 9 LRV (BOS),LRT: Classic DC,The Type 9 is an articulated LRV built by CAF for the MBTA Green Line that entered service in 2018. Acceleration is guessimated.,17.9,1.25,1.56,55,7.32,6,9,3,2.64,75,2500000,200,20,#00BC54,330,495,US,BOS,CAF,Standard LRT,LRT,North America,lrt-1,Standard LRT,LRT: Classic DC,TRUE,6.7,17500,25000000,6000000,catenary,Classical DC,Standard,Metro Standard,200,20,This is a standard LRT system (2.65m wide) which uses 600V DC.,standard-lrt-catenary,This is a standard LRT system (2.65m wide) which uses 600V DC. The Type 9 is an articulated LRV built by CAF for the MBTA Green Line that entered service in 2018. Acceleration is guessimated.,68.338
TRUE,Type 10 LRV (BOS),LRT: Classic DC,The Type 10 is an articulated LRV being built by CAF for the MBTA Green Line that will enter service in 2027. Acceleration is guessimated.,17.9,1.25,1.56,57,4.95,7,14,7,2.64,75,2500000,200,20,#00FF6E,399,798,US,BOS,CAF,Standard LRT,LRT,North America,lrt-1,Standard LRT,LRT: Classic DC,TRUE,6.7,17500,25000000,6000000,catenary,Classical DC,Standard,Metro Standard,200,20,This is a standard LRT system (2.65m wide) which uses 600V DC.,standard-lrt-catenary,This is a standard LRT system (2.65m wide) which uses 600V DC. The Type 10 is an articulated LRV being built by CAF for the MBTA Green Line that will enter service in 2027. Acceleration is guessimated.,71.812
TRUE,BART D/E,BART,"The Fleet of the Future, classified as D and E series, is an electric EMU built by Bombardier/Alstom as a custom order for BART. They entered service in 2018. I genuinely could not find capacity numbers so I guesstimated.",31.3,1.34,1.34,220,21.34,2,10,2,3.20,250,2500000,500,50,#0099D8,440,2200,US,SF,Bombardier,Standard Heavy Metro,Heavy Metro,North America,sf-bart,Standard Heavy Metro,BART,FALSE,13,50000,75000000,15000000,tr-over,BART DC,San Francisco Gauge,LIRR / Metro North,500,50,Bay Area Rapid Transit (BART) is primarily a heavy metro system that serves the San Francisco Bay Area. There are some gadgetbahns but nobody cares about those.,standard-heavy-metro-tr-over,"Bay Area Rapid Transit (BART) is primarily a heavy metro system that serves the San Francisco Bay Area. There are some gadgetbahns but nobody cares about those. The Fleet of the Future, classified as D and E series, is an electric EMU built by Bombardier/Alstom as a custom order for BART. They entered service in 2018. I genuinely could not find capacity numbers so I guesstimated.",215.86
TRUE,GTW 2/6 (SF),"Light Rail DMU, U.S. Commuter Diesel",This is a variant of the Stadler GTW 2/6 which is one of the rare and bizarre light rail DMUs and is in service in Austin and San Francisco.,33.5,1.00,1.00,100,20.45,2,6,2,2.95,130,2000000,300,30,#FFE800,200,600,US,SF,Stadler,Diesel LRT,LRT,North America,phi-5,Diesel LRT,Light Rail DMU,TRUE,6.7,13500,20000000,4500000,none,None,Standard,U.S. Passenger Standard,300,30,"This is the rather cursed creation known as diesel light rail, primarily found in southern New Jersey with the River Line. If you are building this outside of recreating said River Line you are a lunatic.",diesel-lrt-none,"This is the rather cursed creation known as diesel light rail, primarily found in southern New Jersey with the River Line. If you are building this outside of recreating said River Line you are a lunatic. This is a variant of the Stadler GTW 2/6 which is one of the rare and bizarre light rail DMUs and is in service in Austin and San Francisco.",125.17
TRUE,SC-BBLC,"U.S. Commuter Diesel, NEC 12-25, NEC 12.5-60, NEC 25-60","The Siemens Charger is a family of diesel locomotives that first entered service in 2017. This specific trainset carries passengers with Bombardier BiLevel Coach (aka Adessia Coach) cars, as used by SF's ACE.",55.9,0.69,1.30,170,25.91,2,8,1,3.00,300,2500000,800,80,#A89A8F,340,1360,US,SF,Siemens,Diesel Commuter,Commuter,North America,us-1,Diesel Commuter,U.S. Commuter Diesel,TRUE,15,35000,60000000,13000000,none,None,Standard,U.S. Passenger Standard,800,80,This is diesel commuter rail which follows the U.S. standard loading gauge width of 3.05 meters.,diesel-commuter-none,"This is diesel commuter rail which follows the U.S. standard loading gauge width of 3.05 meters. The Siemens Charger is a family of diesel locomotives that first entered service in 2017. This specific trainset carries passengers with Bombardier BiLevel Coach (aka Adessia Coach) cars, as used by SF's ACE.",209.764
TRUE,KISS,NEC 25-60,The Stadler KISS is a family of bilevel EMU commuter rail vehicles in service since 2011 across the world. Stats vary so this is an average.,55.9,0.95,1.10,228,25.00,3,8,1,2.95,210,2500000,600,60,#E31837,684,1824,US,SF,Stadler,Standard Commuter,Commuter,North America,nyc-g,Standard Commuter,NEC 25-60,TRUE,15,45000,75000000,14000000,catenary,International AC,Standard,U.S. Passenger Standard,600,60,"The Northeast Corridor is the major high speed corridor in the United States that goes from Boston to Washington. It has 3 electrification standards, and this is the 25kV AC 60 Hz system which matches international standards.",standard-commuter-catenary,"The Northeast Corridor is the major high speed corridor in the United States that goes from Boston to Washington. It has 3 electrification standards, and this is the 25kV AC 60 Hz system which matches international standards. The Stadler KISS is a family of bilevel EMU commuter rail vehicles in service since 2011 across the world. Stats vary so this is an average.",202.5
TRUE,Nippon Sharyo DMU,"U.S. Commuter Diesel, NEC 12-25, NEC 12.5-60, NEC 25-60",The Nippon Sharyo DMU is an acutely named vehicle which has been in service since 2015 in California and Toronto.,35.3,0.35,0.94,150,12.95,2,6,1,3.05,300,2500000,800,80,#EB7300,300,900,"CA, US","TOR, SF",Nippon Sharyo,Diesel Commuter,Commuter,"North America, North America",us-1,Diesel Commuter,U.S. Commuter Diesel,TRUE,15,35000,60000000,13000000,none,None,Standard,U.S. Passenger Standard,800,80,This is diesel commuter rail which follows the U.S. standard loading gauge width of 3.05 meters.,diesel-commuter-none,This is diesel commuter rail which follows the U.S. standard loading gauge width of 3.05 meters. The Nippon Sharyo DMU is an acutely named vehicle which has been in service since 2015 in California and Toronto.,80.224
